RV_number	Gene_name	Iron_up	Iron_down	Enhanced_upregulation_at_Fe-	Enhanced_downregulation_at_Fe-
Rv2338c	moeW	0	0	0	0
Rv2339	mmpL9	0	0	0	0
Rv2340c	PE_PGRS39	0	0	0	0
Rv2341	lppQ	0	0	0	0
Rv2342	.	0	0	0	0
Rv2343c	dnaG	0	0	0	0
Rv2344c	dgt	0	0	0	0
Rv2345	.	0	0	0	0
Rv2346c	esxO	0	0	0	0
Rv2347c	esxP	0	0	0	0
Rv2348c	.	0	0	0	0
Rv2349c	plcC	0	0	0	0
Rv2350c	plcB	0	0	0	0
Rv2351c	plcA	0	0	0	0
Rv2352c	PPE38	0	0	0	0
Rv2357c	glyS	0	0	0	0
Rv2358	smtB	1	0	1	0
Rv2359	zur	1	0	1	0
Rv2360c	.	0	0	0	0
Rv2361c	.	0	0	0	0
Rv2362c	recO	0	0	0	0
Rv2363	amiA2	0	0	0	0
Rv2364c	era	0	0	0	0
Rv2365c	.	0	0	0	0
Rv2366c	.	0	0	0	0
Rv2367c	.	0	1	0	0
Rv2368c	phoH1	0	0	0	0
Rv2369c	.	0	0	0	0
Rv2370c	.	0	0	0	0
Rv2371	PE_PGRS40	0	0	0	0
Rv2372c	.	0	0	0	0
Rv2373c	dnaJ2	0	0	0	0
Rv2374c	hrcA	0	0	0	0
Rv2375	.	0	0	0	0
Rv2376c	cfp2	0	0	0	0
Rv2377c	.	1	0	0	0
Rv2378c	mbtG	1	0	0	0
Rv2379c	mbtF	1	0	0	0
Rv2380c	mbtE	1	0	0	0
Rv2381c	mbtD	1	0	0	0
Rv2382c	mbtC	1	0	1	0
Rv2383c	mbtB	1	0	1	0
Rv2384	mbtA	1	0	0	0
Rv2385	mbtJ	0	0	0	0
Rv2386a	.	0	0	0	0
Rv2386c	mbtI	1	0	1	0
Rv2387	.	0	1	0	0
Rv2388c	hemN	0	0	0	0
Rv2389c	rpfD	1	0	0	0
Rv2390c	.	1	0	0	0
Rv2391	sirA	1	0	1	0
Rv2392	cysH	1	0	0	0
Rv2393	che1	1	0	0	0
Rv2394	ggtB	0	0	0	0
Rv2395B	aprB	1	0	1	0
Rv2395	.	0	0	0	0
Rv2396	PE_PGRS41	0	0	0	0
Rv2397c	cysA1	0	0	0	0
Rv2398c	cysW	0	0	0	0
Rv2399c	cysT	0	0	0	0
Rv2400c	subI	0	0	0	0
Rv2401	.	0	0	0	0
Rv2401A	.	0	0	0	0
Rv2402	.	0	0	0	0
Rv2403c	lppR	0	0	0	0
Rv2404c	lepA	0	0	0	0
Rv2405	.	0	0	0	0
Rv2406c	.	0	0	0	0
Rv2407	.	0	0	0	0
Rv2409c	.	0	0	0	0
Rv2410c	.	0	0	0	0
Rv2411c	.	0	0	0	0
Rv2412	rpsT	0	0	0	0
Rv2413c	.	0	0	0	0
Rv2414c	.	0	0	0	0
Rv2415c	.	0	0	0	0
Rv2416c	eis	0	0	0	0
Rv2417c	.	0	0	0	0
Rv2418c	.	0	0	0	0
Rv2419c	gpgP	0	0	0	0
Rv2420c	.	0	0	0	0
Rv2421c	nadD	0	0	0	0
Rv2423	.	0	0	0	0
Rv2424c	.	0	0	0	0
Rv2425c	.	0	0	0	0
Rv2426c	.	0	0	0	0
Rv2427c	proA	0	0	0	0
Rv2428	ahpC	0	0	0	0
Rv2429	ahpD	0	0	0	0
Rv2430c	PPE41	0	1	0	0
Rv2431c	PE25	0	1	0	0
Rv2432c	.	0	0	0	0
Rv2433c	.	0	0	0	0
Rv2434c	.	0	0	0	0
Rv2435c	.	0	0	0	0
Rv2436	rbsK	0	0	0	0
Rv2437	.	0	0	0	0
Rv2438c	nadE	0	1	0	0
Rv2439c	proB	0	0	0	0
Rv2440c	obg	0	0	0	0
Rv2441c	rpmA	0	0	0	0
Rv2442c	rplU	0	0	0	0
Rv2443	dctA	1	0	1	0
Rv2444c	rne	0	0	0	0
Rv2445c	ndkA	0	0	0	0
Rv2446c	.	0	1	0	0
Rv2447c	folC	0	1	0	0
Rv2448c	valS	0	1	0	0
Rv2449c	.	0	0	0	0
Rv2450c	rpfE	0	0	0	0
Rv2451	.	0	0	0	0
Rv2452c	.	0	0	0	0
Rv2453c	mobA	1	0	1	0
Rv2454c	.	1	0	1	0
Rv2455c	.	0	0	0	0
Rv2456c	.	0	0	0	0
Rv2457c	clpX	0	0	0	0
Rv2458	mmuM	0	0	0	0
Rv2459	.	0	0	0	0
Rv2460c	clpP2	0	0	0	0
Rv2461c	clpP1	0	0	0	0
Rv2462c	tig	0	1	0	0
Rv2463	lipP	0	0	0	0
Rv2464c	.	0	0	0	0
Rv2465c	rpiB	0	0	0	0
Rv2466c	.	1	0	1	0
Rv2467	pepN	0	0	0	0
Rv2468A	.	0	0	0	0
Rv2468c	.	0	0	0	0
Rv2469c	.	0	0	0	0
Rv2470	glbO	0	0	0	0
Rv2471	aglA	0	0	0	0
Rv2472	.	0	0	0	0
Rv2473	.	0	0	0	0
Rv2474c	.	0	0	0	0
Rv2475c	.	0	0	0	0
Rv2476c	gdh	0	0	0	0
Rv2477c	.	0	0	0	0
Rv2478c	.	0	0	0	0
Rv2481c	.	1	0	0	0
Rv2482c	plsB2	1	0	1	0
Rv2483c	plsC	1	0	1	0
Rv2484c	.	0	0	0	0
Rv2485c	lipQ	0	0	0	0
Rv2486	echA14	0	0	0	0
Rv2487c	PE_PGRS42	0	0	0	0
Rv2488c	.	0	0	0	0
Rv2489c	.	0	0	0	0
Rv2490a	.	0	0	0	0
Rv2491	.	0	0	0	0
Rv2492	.	0	0	0	0
Rv2493	vapB38	0	0	0	0
Rv2494	vapC38	0	0	0	0
Rv2495c	bkdC	0	0	0	0
Rv2496c	bkdB	0	0	0	0
Rv2497c	bkdA	0	0	0	0
Rv2498c	citE	0	1	0	0
Rv2499c	.	0	1	0	0
Rv2500c	fadE19	0	1	0	0
Rv2501c	accA1	0	1	0	0
Rv2502c	accD1	0	0	0	0
Rv2503c	scoB	0	0	0	0
Rv2504c	scoA	0	0	0	0
Rv2505c	fadD35	0	0	0	0
Rv2506	.	0	0	0	0
Rv2507	.	0	0	0	0
Rv2508c	.	0	0	0	0
Rv2509	.	0	0	0	0
Rv2510c	.	0	0	0	0
Rv2511	orn	0	0	0	0
Rv2512a	.	0	0	0	0
Rv2513	.	0	1	0	0
Rv2514c	.	0	0	0	0
Rv2515c	.	0	0	0	0
Rv2516c	.	0	0	0	0
Rv2517c	.	0	0	0	0
Rv2518c	ldtB	0	0	0	0
Rv2519	PE26	0	1	0	0
Rv2520c	.	0	0	0	0
Rv2521	bcp	0	1	0	0
Rv2522c	.	0	0	0	0
Rv2523c	acpS	0	0	0	0
Rv2524c	fas	0	1	0	0
Rv2525c	.	0	0	0	0
Rv2526	vapB17	0	0	0	0
Rv2527	vapC17	0	0	0	0
Rv2528c	mrr	0	0	0	0
Rv2529	.	0	0	0	0
Rv2530c	vapC39	0	0	0	0
Rv2530A	vapB39	0	0	0	0
Rv2531c	.	0	0	0	0
Rv2532c	.	0	0	0	0
Rv2533c	nusB	0	0	0	0
Rv2534c	efp	0	0	0	0
Rv2535c	pepQ	0	0	0	0
Rv2536	.	0	0	0	0
Rv2537c	aroD	0	0	0	0
Rv2538c	aroB	0	0	0	0
Rv2539c	aroK	0	0	0	0
Rv2540c	aroF	0	0	0	0
Rv2541	.	0	0	0	0
Rv2542	.	0	0	0	0
Rv2543	lppA	0	0	0	0
Rv2544	lppB	0	0	0	0
Rv2545	vapB18	0	0	0	0
Rv2546	vapC18	0	0	0	0
Rv2547	vapB19	0	0	0	0
Rv2548	vapC19	0	0	0	0
Rv2548A	.	0	0	0	0
Rv2549c	vapC20	0	0	0	0
Rv2550c	vapB20	0	0	0	0
Rv2551c	.	1	0	0	0
Rv2552c	aroE	1	0	0	0
Rv2553c	.	1	0	0	0
Rv2554c	.	1	0	0	0
Rv2555c	alaS	1	0	0	0
Rv2556c	.	1	0	0	0
Rv2557	.	0	0	0	0
Rv2558	.	1	0	1	0
Rv2559c	.	0	0	0	0
Rv2560	.	0	0	0	0
Rv2563	.	0	0	0	0
Rv2564	glnQ	0	0	0	0
Rv2565	.	0	0	0	0
Rv2566	.	0	0	0	0
Rv2567	.	0	0	0	0
Rv2568c	.	0	0	0	0
Rv2569c	.	0	0	0	0
Rv2570	.	1	0	1	0
Rv2571c	.	0	0	0	0
Rv2572c	aspS	0	0	0	0
Rv2573	.	0	0	0	0
Rv2574	.	0	0	0	0
Rv2575	.	0	0	0	0
Rv2576c	.	0	0	0	0
Rv2577	.	0	0	0	0
Rv2578c	.	0	0	0	0
Rv2579	dhaA	0	0	0	0
Rv2580c	hisS	0	0	0	0
Rv2581c	.	0	0	0	0
Rv2582	ppiB	0	0	0	0
Rv2583c	relA	1	0	1	0
Rv2584c	apt	1	0	1	0
Rv2585c	.	0	0	0	0
Rv2586c	secF	0	0	0	0
Rv2587c	secD	0	0	0	0
Rv2588c	yajC	0	0	0	0
Rv2589	gabT	0	0	0	0
Rv2590	fadD9	0	0	0	0
Rv2591	PE_PGRS44	1	0	0	0
Rv2592c	ruvB	0	0	0	0
Rv2593c	ruvA	0	0	0	0
Rv2594c	ruvC	0	0	0	0
Rv2595	vapB40	0	0	0	0
Rv2596	vapC40	0	0	0	0
Rv2597	.	0	0	0	0
Rv2598	.	0	0	0	0
Rv2599	.	0	0	0	0
Rv2600	.	0	0	0	0
Rv2601A	vapB41	0	0	0	0
Rv2601	speE	0	0	0	0
Rv2602	vapC41	0	0	0	0
Rv2603c	.	0	0	0	0
Rv2604c	snoP	0	0	0	0
Rv2605c	tesB2	0	0	0	0
Rv2606c	snzP	0	0	0	0
Rv2607	pdxH	0	0	0	0
Rv2608	PPE42	0	0	0	0
Rv2609c	.	0	0	0	0
Rv2610c	pimA	0	0	0	1
Rv2611c	.	0	0	0	0
Rv2612c	pgsA1	0	0	0	0
Rv2613c	.	0	0	0	0
Rv2614c	thrS	0	0	0	0
Rv2614A	.	0	0	0	0
Rv2615c	PE_PGRS45	0	0	0	0
Rv2616	.	0	0	0	0
Rv2617c	.	1	0	0	0
Rv2618	.	1	0	0	0
Rv2619c	.	1	0	0	0
Rv2620c	.	1	0	1	0
Rv2621c	.	1	0	1	0
Rv2622	.	1	0	0	0
Rv2623	TB31.7	0	0	0	0
Rv2624c	.	0	1	0	0
Rv2625c	.	0	1	0	0
Rv2626c	hrp1	0	1	0	0
Rv2627c	.	0	0	0	0
Rv2628	.	0	1	0	0
Rv2629	.	0	1	0	0
Rv2630	.	0	1	0	0
Rv2631	.	0	1	0	0
Rv2632c	.	0	0	0	0
Rv2633c	.	0	0	0	0
Rv2634c	PE_PGRS46	0	0	0	0
Rv2636	.	0	0	0	0
Rv2637	dedA	0	0	0	0
Rv2638	.	0	1	0	0
Rv2639c	.	1	0	1	0
Rv2640c	.	1	0	1	0
Rv2641	cadI	1	0	1	0
Rv2642	.	1	0	1	0
Rv2643	arsC	1	0	1	0
Rv2644c	.	0	0	0	0
Rv2645	.	0	0	0	0
Rv2646	.	0	0	0	0
Rv2647	.	0	0	0	0
Rv2650c	.	0	0	0	0
Rv2651c	.	0	1	0	0
Rv2652c	.	0	0	0	0
Rv2653c	.	0	0	0	0
Rv2655c	.	0	0	0	0
Rv2656c	.	0	0	0	0
Rv2657c	.	0	0	0	0
Rv2658c	.	1	0	1	0
Rv2659c	.	0	0	0	0
Rv2661c	.	0	0	0	0
Rv2662	.	1	0	1	0
Rv2663	.	0	0	0	0
Rv2664	.	0	0	0	0
Rv2665	.	0	0	0	0
Rv2667	clpC2	0	0	0	0
Rv2668	.	0	0	0	0
Rv2669	.	0	0	0	0
Rv2670c	.	0	0	0	0
Rv2671	ribD	0	0	0	0
Rv2672	.	0	0	0	0
Rv2673	aftC	0	0	0	0
Rv2674	msrB	0	0	0	0
Rv2675c	.	0	0	0	0
Rv2676c	.	0	0	0	0
Rv2677c	hemY	0	0	0	0
Rv2678c	hemE	0	0	0	0
Rv2679	echA15	0	0	0	0
Rv2680	.	0	0	0	0
Rv2681	.	0	0	0	0
Rv2682c	dxs1	0	0	0	0
Rv2683	.	0	0	0	0
Rv2684	arsA	0	0	0	0
Rv2685	arsB1	0	0	0	0
Rv2686c	.	1	0	1	0
Rv2687c	.	0	0	0	0
Rv2688c	.	0	0	0	0
Rv2689c	.	1	0	0	0
Rv2690c	.	1	0	0	0
Rv2691	ceoB	0	0	0	0
Rv2692	ceoC	0	1	0	1
Rv2693c	.	1	0	1	0
Rv2694c	.	1	0	1	0
Rv2695	.	0	0	0	0
Rv2696c	.	0	0	0	0
Rv2697c	dut	0	0	0	0
Rv2698	.	0	0	0	0
Rv2699c	.	1	0	1	0
Rv2700	.	0	0	0	0
Rv2701c	suhB	0	0	0	0
Rv2702	ppgK	0	0	0	0
Rv2703	sigA	0	0	0	0
Rv2704	.	0	0	0	0
Rv2705c	.	0	0	1	0
Rv2706c	.	0	0	0	0
Rv2707	.	1	0	1	0
Rv2708c	.	0	0	0	0
Rv2709	.	0	0	0	0
Rv2710	sigB	1	0	1	0
Rv2711	ideR	1	0	1	0
Rv2712c	.	0	0	0	0
Rv2713	sthA	0	0	0	0
Rv2714	.	1	0	1	0
Rv2715	.	0	0	0	0
Rv2716	.	0	0	0	0
Rv2717c	.	0	0	0	0
Rv2718c	nrdR	0	0	0	0
Rv2719c	.	1	0	0	0
Rv2720	lexA	0	0	0	0
Rv2721c	.	1	0	0	0
Rv2722	.	0	0	0	0
Rv2723	.	0	0	0	0
Rv2724c	fadE20	0	0	0	0
Rv2725c	hflX	1	0	0	0
Rv2726c	dapF	0	0	0	0
Rv2727c	miaA	0	0	0	0
Rv2728c	.	0	0	0	0
Rv2729c	.	0	0	0	0
Rv2730	.	0	0	0	0
Rv2731	.	0	0	0	0
Rv2732c	.	0	0	0	0
Rv2733c	.	0	0	0	0
Rv2734	.	1	0	0	0
Rv2735c	.	1	0	0	0
Rv2736c	recX	0	0	0	0
Rv2737c	recA	0	0	0	0
Rv2738c	.	0	0	0	0
Rv2739c	.	0	0	0	0
Rv2740	ephG	1	0	0	0
Rv2741	PE_PGRS47	0	0	0	0
Rv2742c	.	1	0	1	0
Rv2743c	.	1	0	1	0
Rv2744c	35kd_ag	1	0	1	0
Rv2745c	clgR	1	0	1	0
Rv2746c	pgsA3	0	0	0	0
Rv2747	argA	0	0	0	0
Rv2748c	ftsK	0	1	0	0
Rv2749	.	0	0	0	0
Rv2750	.	0	0	0	0
Rv2751	.	0	0	0	0
Rv2752c	.	0	0	0	0
Rv2753c	dapA	0	1	0	0
Rv2754c	thyX	0	0	0	0
Rv2756c	hsdM	0	0	0	0
Rv2757c	vapC21	0	0	0	0
Rv2758c	vapB21	0	0	0	0
Rv2759c	vapC42	0	0	0	0
Rv2760c	vapB42	0	0	0	0
Rv2761c	hsdS	0	0	0	0
Rv2762c	.	0	0	0	0
Rv2763c	dfrA	0	0	0	0
Rv2764c	thyA	0	0	0	0
Rv2765	.	0	0	0	0
Rv2766c	.	0	0	0	0
Rv2767c	.	0	0	0	0
Rv2768c	PPE43	0	0	0	0
Rv2769c	PE27	0	0	0	0
Rv2770c	PPE44	0	0	0	0
Rv2771c	.	0	0	0	0
Rv2772c	.	0	0	0	0
Rv2773c	dapB	0	0	0	0
Rv2774c	.	0	0	0	0
Rv2775	.	0	0	0	0
Rv2776c	.	1	0	1	0
Rv2777c	.	1	0	0	0
Rv2778c	.	0	0	0	0
Rv2779c	.	1	0	0	0
Rv2780	ald	1	0	0	0
Rv2781c	.	0	0	0	0
Rv2782c	pepR	0	0	0	0
Rv2783c	gpsI	0	0	0	0
Rv2784c	lppU	0	0	0	0
Rv2785c	rpsO	0	0	0	0
Rv2786c	ribF	0	0	0	0
Rv2787	.	0	0	0	0
Rv2788	sirR	0	0	0	0
Rv2789c	fadE21	0	0	0	0
Rv2790c	ltp1	0	0	0	0
Rv2791c	.	0	0	0	0
Rv2792c	.	0	0	0	0
Rv2793c	truB	0	0	0	0
Rv2794c	pptT	0	0	0	0
Rv2795c	.	0	0	0	0
Rv2796c	lppV	0	0	0	0
Rv2797c	.	0	0	0	0
Rv2798c	.	0	0	0	0
Rv2799	.	0	0	0	0
Rv2800	.	0	0	0	0
Rv2801A	mazE9	0	0	0	0
Rv2801c	mazF9	0	0	0	0
Rv2802c	.	0	0	0	0
Rv2803	.	0	0	0	0
Rv2805	.	0	0	0	0
Rv2806	.	0	0	0	0
Rv2807	.	0	0	0	0
Rv2808	.	0	0	0	0
Rv2809	.	0	0	0	0
Rv2811	.	0	0	0	0
Rv2812	.	0	0	0	1
Rv2813	.	0	0	0	0
Rv2816c	.	0	0	0	0
Rv2817c	.	0	0	0	0
Rv2818c	.	0	0	0	0
Rv2819c	.	0	0	0	0
Rv2820c	.	0	0	0	0
Rv2821c	.	0	0	0	0
Rv2822c	.	0	0	0	0
Rv2823c	.	0	0	0	0
Rv2824c	.	0	0	0	0
Rv2825c	.	0	0	0	0
Rv2826c	.	0	0	0	0
Rv2827c	.	0	0	0	0
Rv2828A	.	0	0	0	0
Rv2828c	.	0	0	0	0
Rv2829c	vapC22	0	1	0	0
Rv2830c	vapB22	0	0	0	0
Rv2831	echA16	0	0	0	0
Rv2832c	ugpC	0	0	0	0
Rv2833c	ugpB	0	0	0	0
Rv2834c	ugpE	0	0	0	0
Rv2835c	ugpA	0	0	0	0
Rv2836c	dinF	0	0	0	0
Rv2837c	.	0	0	0	0
Rv2838c	rbfA	0	0	0	0
Rv2839c	infB	0	0	0	0
Rv2840c	.	0	0	0	0
Rv2841c	nusA	0	1	0	0
Rv2842c	.	0	0	0	0
Rv2843	.	0	0	0	0
Rv2844	.	0	0	0	0
Rv2845c	proS	1	0	1	0
Rv2846c	efpA	1	0	1	0
Rv2847c	cysG	0	0	0	0
Rv2848c	cobB	0	0	0	0
Rv2849c	cobO	0	0	0	0
Rv2850c	.	0	0	0	0
Rv2851c	.	0	0	0	0
Rv2852c	mqo	0	1	0	0
Rv2853	PE_PGRS48	0	0	0	0
Rv2854	.	0	0	0	0
Rv2855	mtr	0	0	0	0
Rv2856	nicT	0	0	0	0
Rv2857c	.	0	0	0	0
Rv2858c	aldC	0	1	0	1
Rv2859c	.	0	0	0	0
Rv2860c	glnA4	0	0	0	0
Rv2861c	mapB	0	0	0	0
Rv2862c	.	0	0	0	0
Rv2864c	.	0	1	0	1
Rv2865	relF	0	0	0	0
Rv2866	relG	0	0	0	0
Rv2867c	.	1	0	1	0
Rv2868c	gcpE	0	0	0	0
Rv2869c	rip	0	0	0	0
Rv2870c	dxr	0	0	0	0
Rv2871	vapB43	0	0	0	0
Rv2872	vapC43	0	0	0	0
Rv2873	mpt83	0	0	0	0
Rv2874	dipZ	0	0	0	0
Rv2875	mpt70	0	0	0	0
Rv2876	.	0	0	0	0
Rv2877c	.	0	1	0	0
Rv2878c	mpt53	0	1	0	0
Rv2881c	cdsA	0	0	0	0
Rv2882c	frr	0	1	0	0
Rv2883c	pyrH	0	0	0	0
Rv2884	.	0	0	0	0
Rv2885c	.	1	0	0	0
Rv2886c	.	1	0	0	0
Rv2887	.	0	0	0	0
Rv2888c	amiC	0	0	0	0
Rv2889c	tsf	0	0	0	0
Rv2890c	rpsB	0	0	0	0
Rv2891	.	0	0	0	0
Rv2892c	PPE45	0	0	0	0
Rv2893	.	0	0	0	0
Rv2894c	xerC	0	0	0	0
Rv2895c	viuB	0	0	0	0
Rv2896c	.	0	0	0	0
Rv2897c	.	0	0	0	0
Rv2898c	.	0	0	0	0
Rv2899c	fdhD	0	0	0	0
Rv2900c	fdhF	0	0	0	0
Rv2901c	.	0	0	0	0
Rv2902c	rnhB	0	0	0	0
Rv2903c	lepB	0	0	0	0
Rv2904c	rplS	0	0	0	0
Rv2905	lppW	0	0	0	0
Rv2906c	trmD	0	0	0	0
Rv2907c	rimM	0	0	0	0
Rv2908c	.	0	0	0	0
Rv2909c	rpsP	0	0	0	0
Rv2910c	.	0	0	0	0
Rv2911	dacB2	0	0	0	0
Rv2912c	.	0	0	0	0
Rv2913c	.	0	0	0	0
Rv2914c	pknI	0	0	0	0
Rv2915c	.	0	0	0	0
Rv2916c	ffh	0	0	0	0
Rv2917	.	0	0	0	0
Rv2918c	glnD	0	0	0	0
Rv2919c	glnB	0	0	0	0
Rv2920c	amt	0	0	0	0
Rv2921c	ftsY	0	1	0	0
Rv2922A	acyP	0	0	0	0
Rv2922c	smc	0	0	0	0
Rv2923c	.	0	0	0	0
Rv2924c	fpg	0	0	0	0
Rv2925c	rnc	0	0	0	0
Rv2926c	.	0	0	0	0
Rv2927c	.	0	0	0	0
Rv2928	tesA	0	0	0	0
Rv2929	.	0	0	0	0
Rv2930	fadD26	1	0	0	0
Rv2931	ppsA	1	0	0	0
Rv2932	ppsB	0	0	0	0
Rv2933	ppsC	0	0	0	0
Rv2934	ppsD	0	0	0	0
Rv2935	ppsE	0	0	0	0
Rv2936	drrA	0	0	0	0
Rv2937	drrB	0	1	0	1
Rv2938	drrC	0	0	0	0
Rv2939	papA5	0	0	0	0
Rv2940c	mas	0	0	0	0
Rv2941	fadD28	0	0	0	0
Rv2942	mmpL7	0	1	0	1
Rv2943	.	0	0	0	0
Rv2943A	.	0	0	0	0
Rv2944	.	0	0	0	0
Rv2945c	lppX	0	0	0	0
Rv2946c	pks1	0	0	0	0
Rv2947c	pks15	0	0	0	0
Rv2948c	fadD22	0	0	0	0
Rv2949c	.	0	0	0	0
Rv2950c	fadD29	0	0	0	0
Rv2951c	.	0	0	0	0
Rv2952	.	0	0	0	0
Rv2953	.	0	1	0	1
Rv2954c	.	0	0	0	0
Rv2955c	.	0	0	0	0
Rv2956	.	0	0	0	0
Rv2957	.	0	0	0	0
Rv2958c	.	0	0	0	0
Rv2959c	.	0	0	0	0
Rv2960c	.	0	0	0	0
Rv2961	.	0	0	0	0
Rv2962c	.	1	0	1	0
Rv2963	.	1	0	1	0
Rv2964	purU	1	0	1	0
Rv2965c	kdtB	0	0	0	0
Rv2966c	.	0	0	0	0
Rv2967c	pca	0	0	0	0
Rv2968c	.	0	0	0	0
Rv2969c	.	0	0	0	0
Rv2970A	.	0	0	0	0
Rv2970c	lipN	0	0	0	0
Rv2971	.	0	0	0	0
Rv2972c	.	0	0	0	0
Rv2973c	recG	0	0	0	0
Rv2974c	.	0	0	0	0
Rv2975a	.	0	0	0	0
Rv2975c	.	0	0	0	0
Rv2976c	ung	1	0	0	0
Rv2977c	thiL	0	0	0	0
Rv2978c	.	1	0	0	0
Rv2979c	.	1	0	0	0
Rv2980	.	0	0	0	0
Rv2981c	ddlA	0	0	0	0
Rv2982c	gpdA2	0	0	0	0
Rv2983	.	0	0	0	0
Rv2984	ppk1	0	0	0	0
Rv2985	mutT1	0	0	0	0
Rv2986c	hupB	0	1	0	0
Rv2987c	leuD	0	0	0	0
Rv2988c	leuC	0	0	0	0
Rv2989	.	0	0	0	0
Rv2990c	.	0	1	0	0
Rv2991	.	0	0	0	0
Rv2992c	gltS	0	0	0	0
Rv2993c	.	0	0	0	0
Rv2994	.	0	0	0	0
Rv2995c	leuB	0	0	0	0
Rv2996c	serA1	0	1	0	0
Rv2997	.	0	0	0	0
Rv2998	.	0	0	0	0
Rv2999	lppY	0	0	0	0
Rv3000	.	0	0	0	0
Rv3001c	ilvC	0	0	0	0
Rv3002c	ilvN	0	0	0	0
Rv3003c	ilvB1	0	0	0	0
Rv3004	cfp6	0	0	0	0
Rv3005c	.	0	0	0	0
Rv3006	lppZ	0	0	0	0
Rv3007c	.	1	0	1	0
Rv3008	.	0	0	0	0
Rv3009c	gatB	0	0	0	0
Rv3010c	pfkA	1	0	0	0
Rv3011c	gatA	0	1	0	1
Rv3012c	gatC	0	0	0	0
Rv3013	.	0	0	0	0
Rv3014c	ligA	0	0	0	0
Rv3015c	.	0	0	0	0
Rv3016	lpqA	0	0	0	0
Rv3017c	esxQ	0	0	0	0
Rv3018c	PPE46	0	0	0	0
Rv3019c	esxR	0	0	0	0
Rv3020c	esxS	0	0	0	0
Rv3022A	PE29	0	0	0	0
Rv3024c	trmU	0	0	0	0
Rv3025c	iscS	0	0	0	0
Rv3026c	.	0	0	0	0
Rv3027c	.	0	0	0	0
Rv3028c	fixB	0	0	0	0
Rv3029c	fixA	0	0	0	0
Rv3030	.	1	0	0	0
Rv3031	.	0	0	0	0
Rv3032A	.	0	0	0	0
Rv3032	.	0	0	0	0
Rv3033	.	0	0	0	0
Rv3034c	.	0	0	0	0
Rv3035	.	0	0	0	0
Rv3036c	TB22.2	1	0	0	0
Rv3037c	.	1	0	0	0
Rv3038c	.	1	0	0	0
Rv3039c	echA17	0	0	0	0
Rv3040c	.	0	0	0	0
Rv3041c	.	0	0	0	0
Rv3042c	serB2	0	0	0	0
Rv3043c	ctaD	0	0	0	0
Rv3044	fecB	0	1	0	0
Rv3045	adhC	0	1	0	0
Rv3046c	.	0	0	0	0
Rv3047c	.	1	0	1	0
Rv3048c	nrdF2	1	0	1	0
Rv3049c	.	1	0	0	0
Rv3050c	.	0	0	0	0
Rv3051c	nrdE	0	0	0	0
Rv3052c	nrdI	1	0	1	0
Rv3053c	nrdH	1	0	1	0
Rv3054c	.	0	0	0	0
Rv3055	.	0	0	0	0
Rv3056	dinP	0	0	0	0
Rv3057c	.	0	0	0	0
Rv3058c	.	0	0	0	0
Rv3059	cyp136	0	0	0	0
Rv3060c	.	0	0	0	0
Rv3061c	fadE22	0	0	0	0
Rv3062	ligB	0	0	0	0
Rv3063	cstA	0	0	0	0
Rv3064c	.	0	0	0	0
Rv3065	mmr	0	0	0	0
Rv3066	.	0	0	0	0
Rv3067	.	0	0	0	0
Rv3068c	pgmA	0	0	0	0
Rv3069	.	0	0	0	0
Rv3070	.	0	0	0	0
Rv3071	.	0	0	0	0
Rv3072c	.	0	0	0	0
Rv3073c	.	0	0	0	0
Rv3074	.	1	0	0	0
Rv3075c	.	0	1	0	1
Rv3076	.	0	0	0	0
Rv3077	.	0	0	0	0
Rv3078	hab	0	0	0	0
Rv3079c	.	0	1	0	0
Rv3080c	pknK	0	1	0	0
Rv3081	.	0	0	0	0
Rv3082c	virS	0	0	0	0
Rv3083	.	0	0	0	0
Rv3084	lipR	0	0	0	0
Rv3085	.	0	0	0	0
Rv3086	adhD	0	0	0	0
Rv3087	.	0	0	0	0
Rv3088	tgs4	0	0	0	0
Rv3089	fadD13	0	0	0	0
Rv3090	.	0	0	0	0
Rv3091	.	0	0	0	0
Rv3092c	.	0	0	0	0
Rv3093c	.	0	0	0	0
Rv3094c	.	0	0	0	0
Rv3095	.	0	0	0	0
Rv3096	.	0	0	0	0
Rv3097c	lipY	1	0	1	0
Rv3098c	.	1	0	1	0
Rv3098A	.	0	0	0	0
Rv3099c	.	0	1	0	1
Rv3100c	smpB	0	0	0	0
Rv3101c	ftsX	0	0	0	0
Rv3102c	ftsE	0	0	0	0
Rv3103c	.	0	0	0	0
Rv3104c	.	0	0	0	0
Rv3105c	prfB	0	0	1	0
Rv3106	fprA	0	0	0	0
Rv3107c	agpS	0	0	0	0
Rv3108	.	0	0	0	0
Rv3109	moaA1	0	0	0	0
Rv3110	moaB1	0	0	0	0
Rv3111	moaC1	0	0	0	0
Rv3112	moaD1	0	0	0	0
Rv3113	.	0	0	0	0
Rv3114	.	0	0	0	0
Rv3116	moeB2	0	0	0	0
Rv3118	.	0	0	0	0
Rv3119	moaE1	0	0	0	0
Rv3120	.	0	0	0	0
Rv3121	cyp141	0	0	0	0
Rv3122	.	0	0	0	0
Rv3123	.	1	0	0	0
Rv3124	moaR1	0	0	0	0
Rv3125c	PPE49	0	0	0	0
Rv3126c	.	0	0	0	0
Rv3127	.	0	0	0	0
Rv3130c	tgs1	0	0	0	0
Rv3131	.	0	0	0	0
