"C5_Fe_NO_1" "C5_Fe_NO_2" "C6_Fe_NO_1" "C6_Fe_NO_2" "C5_Fe_YES_1" "C5_Fe_YES_2" "C6_Fe_YES_1" "C6_Fe_YES_2"
"Rv1468c" 222 562 18 34 387 412 64 85
"Rv1469" 838 1008 21 24 920 632 27 39
"Rv1470" 108 128 12 14 112 83 30 22
"Rv1471" 253 225 61 60 274 232 33 29
"Rv1472" 1112 1239 57 99 1274 1019 107 95
"Rv1473A" 51 51 3 4 72 39 2 2
"Rv1473" 2162 2467 71 112 2635 2034 158 185
"Rv1474c" 929 1031 17 8 904 743 54 67
"Rv1475c" 16774 16792 361 313 18407 14290 1148 1100
"Rv1476" 1379 1539 23 15 1711 1367 34 37
"Rv1477" 13532 16280 243 208 15747 12894 208 262
"Rv1478" 4336 6026 71 83 5511 4652 74 99
"Rv1479" 15925 17995 841 601 17461 13632 1298 1292
"Rv1480" 6093 9225 257 282 7333 6338 432 566
"Rv1481" 6059 8536 241 208 7091 5922 279 306
"Rv1482c" 35 68 0 0 45 35 2 2
"Rv1483" 3642 4096 74 77 4140 3632 182 167
"Rv1484" 5093 5735 56 41 5977 4175 152 173
"Rv1485" 1035 1263 4 8 1135 869 22 26
"Rv1486c" 3550 3727 203 144 3644 2450 336 300
"Rv1487" 1071 1503 92 80 1054 1096 111 159
"Rv1488" 4978 6310 412 330 5505 4716 577 678
"Rv1489A" 310 390 42 21 359 177 41 41
"Rv1489" 1068 1186 166 97 1023 848 156 171
"Rv1490" 735 745 40 23 742 540 26 28
"Rv1491c" 2808 2878 215 240 2813 2019 494 455
"Rv1492" 2423 3770 249 259 2852 2538 676 905
"Rv1493" 3154 4517 239 165 3618 3015 777 1006
"Rv1494" 240 300 19 10 243 236 30 41
"Rv1495" 44 40 2 3 72 48 7 7
"Rv1496" 752 1082 49 44 902 855 66 84
"Rv1497" 7408 10177 320 359 8230 6554 459 504
"Rv1498A" 330 305 40 26 345 283 55 53
"Rv1498c" 1008 935 90 59 1055 703 152 142
"Rv1499" 59 68 2 4 72 53 5 1
"Rv1500" 647 649 43 31 734 581 66 58
"Rv1501" 1239 1296 39 38 1207 905 78 62
"Rv1502" 5459 5685 133 82 5146 4192 247 254
"Rv1505c" 1123 1181 24 15 1025 809 36 18
"Rv1506c" 625 722 23 21 665 567 35 26
"Rv1507A" 94 75 14 8 73 40 10 10
"Rv1507c" 1475 1763 54 28 1628 1326 95 70
"Rv1508c" 5118 5373 61 57 5502 4247 170 190
"Rv1508A" 142 167 10 8 147 130 16 14
"Rv1509" 895 1074 27 17 937 796 40 49
"Rv1510" 1119 1743 30 34 1380 1218 40 56
"Rv1511" 3765 3942 89 88 3997 3150 186 210
"Rv1512" 2033 2450 29 46 2468 1830 65 84
"Rv1513" 1072 1117 45 39 1110 772 44 44
"Rv1514c" 286 279 4 2 300 183 10 7
"Rv1515c" 412 317 9 7 360 254 13 13
"Rv1516c" 351 403 18 19 455 308 37 38
"Rv1517" 112 101 2 3 91 81 15 14
"Rv1518" 192 205 3 4 221 131 20 25
"Rv1519" 51 44 120 82 23 13 14 13
"Rv1520" 367 316 149 148 315 178 57 75
"Rv1521" 10655 9957 476 381 10481 7450 1014 862
"Rv1522c" 4260 4295 290 231 4498 3555 410 354
"Rv1523" 1377 1386 19 34 1611 1225 57 45
"Rv1524" 1149 1166 19 22 1276 989 30 38
"Rv1525" 1042 1132 21 9 1111 882 33 32
"Rv1526c" 365 398 10 6 375 280 27 28
"Rv1527c" 5370 6890 107 128 6575 5867 169 219
"Rv1528c" 11 16 1 6 12 20 2 0
"Rv1529" 815 920 65 56 816 612 77 52
"Rv1530" 353 452 6 9 409 361 19 29
"Rv1531" 572 606 14 9 706 416 19 25
"Rv1532c" 293 328 13 15 309 240 37 19
"Rv1533" 1772 2950 96 124 2286 1980 160 216
"Rv1534" 1448 1972 89 57 1704 1288 118 104
"Rv1535" 995 1071 875 633 1141 834 1056 1033
"Rv1536" 7758 8267 1123 857 8021 5958 1384 1378
"Rv1537" 392 575 15 16 435 416 36 39
"Rv1538c" 801 1238 14 27 1012 828 34 53
"Rv1539" 4983 5575 426 264 5168 4168 800 900
"Rv1540" 7749 8017 645 381 7635 5646 768 784
"Rv1541c" 181 185 23 11 204 161 39 25
"Rv1542c" 16 23 33 30 17 13 84 57
"Rv1543" 5971 6411 65 71 6320 5069 204 184
"Rv1544" 3313 4649 24 36 3879 3353 100 124
"Rv1545" 264 451 3 5 312 294 12 12
"Rv1546" 810 1083 18 14 981 756 32 19
"Rv1547" 14539 14242 510 376 15566 11178 567 529
"Rv1548c" 718 847 37 40 706 707 62 57
"Rv1550" 1031 1081 27 6 1024 764 38 37
"Rv1551" 554 575 8 8 529 363 13 21
"Rv1552" 354 352 7 16 331 244 27 25
"Rv1553" 81 93 3 2 62 54 11 5
"Rv1554" 18 17 0 1 17 14 2 2
"Rv1555" 40 33 0 0 27 24 3 1
"Rv1556" 258 282 25 18 295 202 41 43
"Rv1557" 352 357 361 279 368 250 114 88
"Rv1558" 839 720 142 92 794 615 103 119
"Rv1559" 6026 7330 211 198 7261 5780 401 460
"Rv1560" 80 82 7 10 68 48 8 10
"Rv1561" 404 382 33 14 390 254 30 41
"Rv1562c" 1015 1179 10 9 1016 775 22 13
"Rv1563c" 1602 1940 18 20 1664 1381 22 27
"Rv1564c" 3464 3413 80 67 3513 2401 114 94
"Rv1565c" 7386 7942 181 172 7554 5542 314 270
"Rv1566c" 2692 3435 50 63 3456 2423 66 73
"Rv1567c" 331 354 22 15 319 228 35 27
"Rv1568" 743 1003 51 53 924 697 57 65
"Rv1569" 768 1615 7 20 1030 980 38 41
"Rv1570" 417 1040 4 3 594 625 14 11
"Rv1571" 232 565 0 4 317 321 2 1
"Rv1573" 151 253 0 1 215 152 1 4
"Rv1574" 52 90 15 7 82 72 8 7
"Rv1575" 64 68 1 6 57 61 2 4
"Rv1576c" 2919 4057 422 623 3362 2650 1152 1567
"Rv1577c" 1992 2393 951 1171 2107 1739 3748 4049
"Rv1578c" 528 715 25 48 657 481 49 45
"Rv1579c" 196 189 6 20 185 141 21 18
"Rv1580c" 84 73 3 5 93 65 9 5
"Rv1581c" 130 116 12 28 142 91 13 14
"Rv1582c" 562 569 60 119 527 411 111 120
"Rv1583c" 29 71 15 28 46 34 20 23
"Rv1584c" 43 84 46 33 67 58 52 62
"Rv1585c" 165 159 53 122 177 140 72 97
"Rv1586c" 536 807 256 635 675 584 295 426
"Rv1587c" 24 34 4 3 37 22 1 2
"Rv1588c" 32 17 13 6 32 15 7 0
"Rv1589" 2240 2739 23 62 2496 2392 85 117
"Rv1590" 169 215 5 8 238 167 5 5
"Rv1591" 830 1006 19 21 963 789 23 30
"Rv1592c" 4656 4934 424 554 4808 3769 490 478
"Rv1593c" 3584 3824 313 296 3851 2604 285 321
"Rv1594" 17988 20406 386 315 19910 15898 486 517
"Rv1595" 14015 21555 228 309 17243 14392 384 518
"Rv1596" 9420 11270 144 130 11104 9298 177 280
"Rv1597" 1325 1756 50 52 1563 1306 91 93
"Rv1598c" 1012 957 139 107 1081 634 159 141
"Rv1599" 4950 6723 904 728 5433 4554 2084 2642
"Rv1600" 3420 3541 588 336 3246 2637 1131 1267
"Rv1601" 1458 1769 198 108 1462 1146 342 401
"Rv1602" 1287 1560 231 111 1350 1113 332 353
"Rv1603" 2449 2908 257 178 2797 2306 457 542
"Rv1604" 2628 3646 200 135 2888 2790 386 518
"Rv1605" 2714 3555 286 235 3098 2760 446 616
"Rv1606" 741 928 53 43 842 691 95 143
"Rv1607" 2382 2587 95 69 2536 1826 129 130
"Rv1608c" 1297 1221 94 53 1278 966 88 105
"Rv1609" 4019 5333 166 183 4453 3938 360 451
"Rv1610" 790 1653 24 23 1089 1079 29 50
"Rv1611" 11001 13016 69 62 12035 8881 172 179
"Rv1612" 15761 18619 37 35 16904 14172 158 119
"Rv1613" 16129 20064 22 33 17320 14620 85 103
"Rv1614" 17140 22127 48 56 18415 16640 144 181
"Rv1615" 1949 1889 130 77 1883 1270 208 178
"Rv1616" 1676 1675 105 46 1735 1077 142 180
"Rv1617" 4456 5247 268 267 5288 4174 625 706
"Rv1618" 2301 2386 99 37 2487 1922 169 158
"Rv1619" 705 875 78 65 756 625 119 155
"Rv1620c" 277 416 445 284 361 289 227 407
"Rv1621c" 517 868 647 432 624 638 575 963
"Rv1622c" 573 592 579 300 593 513 481 599
"Rv1623c" 1961 1879 1768 887 1910 1544 1459 1331
"Rv1624c" 940 847 80 73 875 622 122 127
"Rv1625c" 4484 5115 762 431 4478 3679 951 1076
"Rv1626" 5582 5107 129 113 6235 3977 239 239
"Rv1627c" 3692 5218 441 589 4439 3614 576 698
"Rv1628c" 728 840 218 237 792 670 346 389
"Rv1629" 2472 3157 94 70 3012 2512 156 202
"Rv1630" 30640 29604 902 854 32557 23146 1731 1699
"Rv1631" 6753 9059 105 160 8041 6490 311 308
"Rv1632c" 1219 1732 12 21 1355 1112 30 40
"Rv1633" 7715 8829 653 402 9077 7111 786 858
"Rv1634" 4107 5321 252 122 4543 3743 222 254
"Rv1635c" 2279 2666 215 125 2304 1872 200 225
"Rv1636" 1738 1809 174 147 1876 1378 285 271
"Rv1637c" 1001 1152 63 80 1177 831 141 141
"Rv1638" 6854 8545 599 514 8058 6635 936 1165
"Rv1638A" 776 714 87 81 728 535 93 90
"Rv1639c" 4004 4546 667 547 4378 3220 763 803
"Rv1640c" 1330 1462 147 101 1444 1040 146 116
"Rv1641" 18413 20245 1946 2104 20776 17057 3860 3756
"Rv1642" 3581 4364 236 448 4293 3708 647 697
"Rv1643" 6433 7761 544 778 7994 6897 1189 1117
"Rv1644" 4975 8827 187 509 6298 6589 609 714
"Rv1645c" 209 280 84 65 282 190 46 62
"Rv1646" 2170 2529 551 479 2282 1350 759 683
"Rv1647" 450 518 78 91 515 390 90 70
"Rv1648" 881 982 58 57 883 694 41 71
"Rv1649" 989 1296 36 43 1211 1019 48 68
"Rv1650" 3263 4740 59 69 4067 3791 93 97
"Rv1651c" 885 2121 74 87 1231 1725 111 159
"Rv1652" 156 312 147 133 213 254 128 240
"Rv1653" 219 482 177 194 470 464 359 616
"Rv1654" 422 576 245 173 509 518 384 461
"Rv1655" 291 516 104 112 405 357 269 361
"Rv1656" 173 261 103 76 244 177 205 288
"Rv1657" 57 121 26 42 98 72 39 102
"Rv1658" 1431 1794 205 124 1818 1436 250 325
"Rv1659" 746 1274 100 90 931 815 108 153
"Rv1660" 892 1281 126 113 1126 934 128 193
"Rv1661" 4421 7005 112 100 5088 5101 141 210
"Rv1662" 3406 4123 43 29 3626 2984 51 74
"Rv1663" 855 933 25 10 760 637 30 23
"Rv1664" 2395 2844 38 36 2423 1942 101 100
"Rv1665" 1003 1159 45 51 952 664 109 109
"Rv1666c" 648 728 15 7 692 579 20 23
"Rv1669" 9 6 5 0 6 9 2 1
"Rv1670" 65 83 81 62 82 55 135 101
"Rv1671" 79 95 154 136 97 59 195 198
"Rv1672c" 945 1129 17 26 1134 819 62 58
"Rv1673c" 137 123 3 6 119 98 17 10
"Rv1674c" 58 74 5 1 63 34 9 2
"Rv1675c" 85 57 1 0 76 45 8 6
"Rv1676" 3943 4705 508 279 4591 3422 668 695
"Rv1677" 3233 3921 138 118 3476 2830 300 313
"Rv1678" 2788 5030 57 93 3326 3272 180 192
"Rv1679" 2669 4136 41 55 3236 2866 106 157
"Rv1680" 937 1322 23 7 1065 948 26 36
"Rv1681" 1210 1440 11 14 1262 1041 29 33
"Rv1682" 559 559 149 107 520 390 247 210
"Rv1683" 9217 11010 210 174 10356 8259 959 1100
"Rv1684" 245 308 8 1 267 178 39 29
"Rv1685c" 199 222 30 12 231 167 48 56
"Rv1686c" 277 261 27 12 231 145 46 28
"Rv1687c" 265 283 33 17 284 203 36 35
"Rv1688" 54 84 7 3 76 64 9 8
"Rv1689" 2047 2143 17 26 2507 1817 57 48
"Rv1690" 743 790 39 16 769 568 36 46
"Rv1691" 334 683 12 19 492 433 21 22
"Rv1692" 846 1744 13 37 1317 1415 61 96
"Rv1693" 44 28 1 2 35 23 1 2
"Rv1694" 1449 2210 38 34 1702 1344 52 60
"Rv1695" 2407 2848 31 23 2627 2424 86 90
"Rv1696" 3061 4051 36 27 3616 3146 69 106
"Rv1697" 17726 17074 157 137 19112 13560 317 241
"Rv1698" 5199 5699 66 49 5687 4087 94 83
"Rv1699" 9100 8726 456 327 9614 7277 1089 1021
"Rv1700" 1538 1653 31 20 1696 1273 70 90
"Rv1701" 2362 3061 24 22 2550 1916 85 111
"Rv1702c" 640 833 13 10 719 662 17 20
"Rv1703c" 3426 3794 156 99 3637 2706 193 194
"Rv1704c" 2913 3021 41 59 3224 2492 76 71
"Rv1705c" 164 240 43 67 162 144 29 42
"Rv1706A" 2 3 5 2 6 2 0 1
"Rv1706c" 149 231 174 252 157 127 65 51
"Rv1707" 2246 2162 390 365 2253 1509 440 430
"Rv1708" 2559 2809 32 49 2743 2276 95 81
"Rv1709" 3101 3237 25 31 3387 2671 70 55
"Rv1710" 2503 2601 54 41 2745 1946 71 69
"Rv1711" 2366 3048 31 15 2740 2306 50 46
"Rv1712" 2151 3087 10 27 2402 2432 32 39
"Rv1713" 5427 8790 27 42 6769 6211 61 90
"Rv1714" 680 1211 8 8 895 823 11 9
"Rv1715" 556 871 5 4 707 694 10 11
"Rv1716" 930 1072 7 1 1123 855 6 18
"Rv1717" 178 243 0 0 200 173 10 4
"Rv1718" 716 895 4 0 835 721 6 12
"Rv1719" 395 621 1 3 431 431 13 2
"Rv1720c" 159 158 14 14 164 103 31 24
"Rv1721c" 24 15 4 4 23 10 2 8
"Rv1722" 723 936 35 32 789 747 47 63
"Rv1723" 185 287 5 7 257 228 3 9
"Rv1724c" 205 230 66 32 241 191 29 21
"Rv1725c" 340 463 116 64 327 256 60 74
"Rv1726" 29 36 16 23 25 22 3 4
"Rv1727" 25 16 5 4 33 20 8 14
"Rv1728c" 1573 1582 24 18 1712 1175 67 52
"Rv1729c" 496 573 23 13 581 462 40 31
"Rv1730c" 1105 1201 15 15 1150 868 50 36
"Rv1731" 3142 3889 64 52 3518 2925 162 162
"Rv1732c" 1963 2829 254 193 2386 1930 431 477
"Rv1733c" 1802 1848 2036 1049 1468 1082 2727 3064
"Rv1734c" 17 17 35 35 17 13 32 30
"Rv1735a" 128 177 108 32 107 111 109 103
"Rv1735c" 158 174 55 30 105 94 61 79
"Rv1736c" 3784 7425 3277 1908 3845 4426 4047 5789
"Rv1737c" 4478 7984 1938 1192 4112 4073 2972 4521
"Rv1738" 12733 14564 27250 9550 10088 7645 22738 23707
"Rv1739c" 239 250 71 34 258 183 86 101
"Rv1740" 36 56 34 45 33 38 67 65
"Rv1741" 12 3 2 3 9 9 4 2
"Rv1742" 361 416 76 52 403 302 97 89
"Rv1743" 2681 3365 145 103 3017 2425 264 235
"Rv1744c" 32 37 2 2 28 29 3 0
"Rv1745c" 65 82 5 1 81 60 7 9
"Rv1746" 1581 1708 48 44 1777 1340 52 104
"Rv1747" 12092 13998 316 273 13261 10717 517 554
"Rv1748" 315 416 93 33 396 233 38 54
"Rv1749c" 900 935 23 21 1059 733 56 54
"Rv1750c" 1067 1160 24 28 1232 884 70 54
"Rv1751" 9341 11186 26 42 11021 8353 121 124
"Rv1752" 966 1106 13 9 1116 784 7 7
"Rv1753c" 1129 1214 20 20 1185 986 36 48
"Rv1754c" 1083 1033 14 11 1300 861 19 18
"Rv1758" 4 6 0 1 6 8 1 0
"Rv1759c" 208 499 24 27 285 364 19 23
"Rv1760" 257 322 317 256 362 265 234 184
"Rv1761c" 154 151 2 2 156 102 3 13
"Rv1762c" 393 501 20 4 469 385 24 29
"Rv1765c" 629 658 130 107 715 503 45 31
"Rv1766" 567 638 42 53 591 471 39 34
"Rv1767" 426 346 64 74 395 284 58 58
"Rv1768" 1999 4317 34 42 2833 3408 70 96
"Rv1769" 4192 6049 110 83 5104 4818 205 254
"Rv1770" 2266 3573 47 20 2875 2195 90 165
"Rv1771" 2254 2510 64 53 2341 1778 130 139
"Rv1772" 2802 2885 1309 1111 2547 1856 1198 1020
"Rv1773c" 140 181 26 14 170 106 56 44
"Rv1774" 1330 1581 66 75 1397 1024 82 64
"Rv1775" 2104 2420 34 34 2138 1779 67 83
"Rv1776c" 215 222 26 11 209 174 37 30
"Rv1777" 189 209 17 19 166 134 12 28
"Rv1778c" 752 752 25 15 757 512 28 30
"Rv1779c" 2070 2660 174 137 2428 2087 185 246
"Rv1780" 1481 1587 60 52 1572 959 109 84
"Rv1781c" 218 243 15 31 209 198 23 35
"Rv1782" 11301 13162 1282 1007 12925 11053 1565 1758
"Rv1783" 22464 23806 2137 1282 23828 17738 1836 2136
"Rv1785c" 676 598 39 26 681 478 52 67
"Rv1786" 217 246 12 7 188 148 17 23
"Rv1787" 583 704 31 16 545 501 50 58
"Rv1788" 74 107 5 2 94 85 5 12
"Rv1789" 3822 6055 202 228 4720 3952 414 452
"Rv1790" 254 300 72 40 210 164 130 153
"Rv1791" 3342 4047 907 263 3861 2895 872 895
"Rv1793" 7044 7615 1325 467 7720 6050 1179 1217
"Rv1794" 9374 9862 1082 478 9198 7397 1139 1159
"Rv1795" 9349 10224 684 296 9711 6912 664 703
"Rv1796" 12483 16083 854 529 13841 10927 915 986
"Rv1797" 13266 17991 607 373 14313 12725 620 837
"Rv1798" 11214 13727 377 232 11142 9708 424 459
"Rv1799" 211 265 15 11 293 198 16 18
"Rv1800" 988 1083 113 54 1044 775 115 119
"Rv1801" 67 117 14 17 83 96 16 25
"Rv1802" 109 144 17 33 95 128 14 30
"Rv1803c" 673 922 64 48 849 695 55 98
"Rv1804c" 58 69 5 3 59 40 17 11
"Rv1805c" 2 2 0 2 0 2 0 1
"Rv1806" 38 23 37 33 32 31 37 51
"Rv1808" 397 490 39 45 432 413 52 57
"Rv1809" 867 1088 59 78 1112 938 78 102
"Rv1810" 4112 4294 364 291 4108 3057 457 529
"Rv1811" 1180 1162 120 136 1230 930 162 168
"Rv1812c" 1360 1816 7366 5998 1530 1261 1094 1235
"Rv1813c" 3560 3799 23150 11805 2815 2345 2387 2668
"Rv1814" 859 914 173 87 811 702 118 100
"Rv1815" 10608 11573 144 94 11045 8711 168 187
"Rv1816" 2640 2997 47 12 2734 1965 49 52
"Rv1817" 1102 1365 81 70 1220 966 149 179
"Rv1818c" 914 2704 86 163 1360 1591 227 368
"Rv1819c" 1315 1316 15 21 1436 1100 30 35
"Rv1820" 2761 3970 102 111 3297 2822 175 239
"Rv1821" 16489 17697 1084 900 18197 14628 1610 1716
"Rv1822" 1108 1186 46 42 1053 946 46 52
"Rv1823" 896 1186 28 18 973 847 31 33
"Rv1824" 378 372 5 3 335 270 15 12
"Rv1825" 1493 1469 30 22 1483 1127 39 60
"Rv1826" 3386 3614 248 238 3682 2873 419 435
"Rv1827" 9686 9981 790 655 10162 7526 1428 1465
"Rv1828" 4215 4217 492 320 4278 2988 781 944
"Rv1829" 2230 2581 385 237 2256 1818 424 377
"Rv1830" 4908 4497 359 214 4825 3206 499 460
"Rv1831" 1134 1374 2207 898 1168 878 688 850
"Rv1832" 9474 13349 3644 3181 10342 9176 5211 6326
"Rv1833c" 544 567 101 102 687 502 56 56
"Rv1834" 203 310 239 111 246 221 182 222
"Rv1835c" 2648 3064 74 69 2582 2111 108 145
"Rv1836c" 11957 16608 224 194 14642 12803 686 837
"Rv1837c" 30592 32265 817 640 34427 28433 2149 2313
"Rv1838c" 357 310 30 25 385 216 19 28
"Rv1839c" 111 136 5 7 159 95 9 6
"Rv1840c" 347 852 13 28 461 465 22 44
"Rv1841c" 3732 4248 264 158 3870 3184 181 261
"Rv1842c" 3278 4413 245 184 3585 3264 225 293
"Rv1843c" 6447 8562 801 586 7612 6227 627 799
"Rv1844c" 5238 5898 527 374 5639 4688 615 673
"Rv1845c" 2607 4165 310 268 3019 2565 340 419
"Rv1846c" 4960 6464 1113 808 5617 4612 859 967
"Rv1847" 330 371 5139 6290 361 289 95 62
"Rv1848" 192 286 160 277 256 204 14 8
"Rv1849" 235 220 112 259 228 235 23 11
"Rv1850" 2885 3753 533 1175 3410 3028 113 89
"Rv1851" 186 327 15 53 261 264 6 7
"Rv1852" 319 505 26 60 463 395 12 9
"Rv1853" 401 509 15 37 434 362 11 17
"Rv1854c" 3958 4418 908 673 4537 3543 944 1034
"Rv1855c" 2027 2100 324 261 2013 1525 273 280
"Rv1856c" 2026 2312 136 187 2311 1624 179 153
"Rv1857" 2609 2823 36 53 2586 1742 60 61
"Rv1858" 456 637 0 2 533 437 7 11
"Rv1859" 1336 1642 197 159 1467 1200 269 297
"Rv1860" 1256 1640 25 30 1650 1407 53 48
"Rv1861" 354 449 33 37 377 307 45 45
"Rv1862" 1045 1303 144 118 1113 870 206 226
"Rv1863c" 8561 8615 430 411 8721 6297 616 577
"Rv1864c" 411 369 26 15 505 338 53 38
"Rv1865c" 418 338 15 10 406 282 23 15
"Rv1866" 907 1129 25 15 1172 891 42 53
"Rv1867" 795 925 28 14 847 727 43 51
"Rv1868" 697 1035 33 52 896 705 96 104
"Rv1869c" 13557 15000 457 580 13831 10666 997 998
"Rv1870c" 10383 12093 2102 2094 9479 7770 2998 2718
"Rv1871c" 18505 21487 3415 3109 19432 13755 5143 3960
"Rv1872c" 95197 110025 20481 20517 99170 72929 36111 33190
"Rv1873" 25 23 0 4 21 19 10 9
"Rv1874" 526 597 33 22 637 434 61 35
"Rv1875" 586 603 39 31 691 473 36 54
"Rv1876" 2081 2137 570 472 2494 2091 261 209
"Rv1877" 2423 2828 385 492 2667 2113 280 266
"Rv1878" 451 575 39 64 521 360 30 36
"Rv1879" 322 257 22 19 279 174 15 20
"Rv1880c" 5851 5797 365 213 5972 4299 554 563
"Rv1881c" 1345 1255 47 37 1368 854 56 61
"Rv1882c" 2307 2451 87 59 2118 1753 128 106
"Rv1883c" 7950 8459 203 138 7650 5421 262 301
"Rv1884c" 17615 20801 110 82 17360 13867 314 292
"Rv1885c" 457 502 3 3 472 465 14 9
"Rv1886c" 5390 5398 49 39 6398 4531 128 144
"Rv1887" 9859 10520 631 717 11491 8099 1041 965
"Rv1890c" 195 227 20 25 216 153 21 21
"Rv1891" 1648 1671 143 91 1740 1257 292 232
"Rv1892" 166 186 9 7 178 151 39 32
"Rv1893" 255 264 19 20 263 208 49 51
"Rv1894c" 1575 1530 601 399 1584 1318 1065 986
"Rv1895" 270 328 46 114 286 229 105 114
"Rv1896c" 877 837 36 28 934 716 75 77
"Rv1897c" 237 238 8 8 243 180 40 39
"Rv1898" 507 682 58 44 615 371 82 103
"Rv1899c" 3814 5075 263 266 4516 3140 566 618
"Rv1900c" 2410 3325 133 152 2841 2389 305 411
"Rv1901" 4112 4164 90 60 4905 3902 190 208
"Rv1902c" 785 710 36 20 710 506 38 31
"Rv1903" 277 319 7 5 287 257 17 26
"Rv1904" 1476 1596 772 603 1460 1199 1063 1067
"Rv1905c" 2454 2866 139 171 2489 1741 226 266
"Rv1906c" 2644 3036 257 281 2767 2021 409 443
"Rv1907c" 742 736 40 26 857 587 78 95
"Rv1908c" 5022 5773 848 730 5871 4702 2216 2726
"Rv1909c" 153 155 103 56 163 137 138 91
"Rv1910c" 522 635 13 23 526 455 60 61
"Rv1911c" 1768 2072 33 42 2016 1418 152 148
"Rv1912c" 638 790 22 14 820 612 52 70
"Rv1913" 224 255 10 7 278 197 11 7
"Rv1914c" 358 317 18 17 316 259 44 46
"Rv1915" 4257 4422 205 166 4618 3412 552 544
"Rv1916" 2164 2214 150 99 2203 1542 329 339
"Rv1917c" 466 467 12 15 387 362 12 17
"Rv1918c" 2289 2690 64 34 2413 2086 87 88
"Rv1919c" 2019 2573 17 17 2222 1794 53 70
"Rv1920" 658 671 132 68 665 520 134 122
"Rv1921c" 88 95 6 3 102 75 20 17
"Rv1922" 597 625 37 22 571 424 60 79
"Rv1923" 5871 5473 146 64 5960 4172 274 294
"Rv1924c" 1139 1097 12 9 1130 700 28 26
"Rv1925" 38709 43480 1320 1023 40494 30126 2188 2316
"Rv1926c" 728 657 63 40 923 631 235 215
"Rv1927" 1311 1470 71 53 1440 953 112 88
"Rv1928c" 223 229 13 15 193 176 109 81
"Rv1929c" 1236 1168 93 70 1179 907 363 385
"Rv1930c" 29 49 5 1 47 32 1 9
"Rv1931c" 122 156 8 6 180 132 13 28
"Rv1932" 5101 5363 20 19 5446 3827 71 75
"Rv1933c" 13 25 0 2 34 18 3 0
"Rv1934c" 32 59 1 4 47 49 0 3
"Rv1935c" 61 85 3 12 66 53 11 10
"Rv1936" 210 194 41 39 252 174 59 50
"Rv1937" 386 407 32 47 408 344 59 55
"Rv1938" 261 320 23 19 370 250 36 43
"Rv1939" 73 91 4 4 65 65 6 14
"Rv1940" 138 230 7 16 193 165 20 27
"Rv1941" 420 497 15 16 470 296 18 9
"Rv1942c" 556 670 150 133 568 454 212 220
"Rv1943c" 221 224 49 46 223 201 67 49
"Rv1944c" 206 198 7 3 194 131 16 3
"Rv1945" 295 279 104 129 302 246 44 49
"Rv1946c" 67 56 8 4 71 40 19 8
"Rv1947" 646 750 13 15 787 490 22 26
"Rv1948c" 146 127 2 5 127 92 10 9
"Rv1950c" 115 174 60 62 161 126 31 41
"Rv1951c" 36 60 7 5 59 27 7 4
"Rv1952" 104 97 19 15 98 68 33 12
"Rv1953" 428 454 47 40 435 306 73 59
"Rv1954c" 26 23 19 18 19 16 11 13
"Rv1955" 533 459 966 1239 492 344 768 753
"Rv1956" 297 244 271 375 237 211 201 237
"Rv1957" 840 738 328 469 792 611 369 327
"Rv1958c" 44 36 13 16 34 23 29 31
"Rv1959c" 90 148 31 29 96 102 42 43
"Rv1960c" 44 40 15 14 69 20 11 8
"Rv1961" 101 129 10 39 119 71 12 19
"Rv1962c" 393 424 36 37 455 359 77 78
"Rv1962A" 61 82 5 13 94 58 13 11
"Rv1963c" 522 552 30 36 619 409 48 74
"Rv1964" 178 206 18 9 217 133 12 18
"Rv1965" 100 110 10 15 86 63 6 14
"Rv1966" 85 80 7 7 103 98 5 7
"Rv1967" 65 52 1 4 58 45 3 8
"Rv1968" 58 69 11 1 75 56 6 9
"Rv1969" 24 28 7 1 46 21 2 5
"Rv1970" 38 65 1 7 62 38 1 5
"Rv1971" 99 115 12 6 98 75 7 5
"Rv1972" 31 27 1 1 31 29 2 3
"Rv1973" 9 12 3 2 15 19 5 2
"Rv1974" 15 19 6 1 2 8 2 3
"Rv1975" 19 25 4 7 26 19 8 7
"Rv1976c" 628 664 83 52 645 427 90 138
"Rv1977" 1329 1468 242 173 1325 1017 301 315
"Rv1978" 617 658 50 32 678 520 61 58
"Rv1979c" 3871 3964 235 138 3868 2810 509 387
"Rv1980c" 6733 6376 257 225 6418 5286 667 609
"Rv1981c" 2237 1933 354 313 1914 1333 515 386
"Rv1982c" 551 664 89 108 557 455 204 173
"Rv1982A" 416 464 64 93 435 339 150 162
"Rv1983" 1077 1378 55 78 1196 1100 122 134
"RV1984a" 308 304 44 23 313 231 39 35
"Rv1984c" 1163 1177 16 13 1289 926 40 58
"Rv1985c" 383 383 38 29 433 327 38 44
"Rv1986" 462 480 129 101 392 322 53 72
"Rv1987" 3069 3117 196 87 3195 2099 210 147
"Rv1988" 1385 1607 70 54 1317 1066 139 165
"Rv1989c" 342 397 241 194 395 272 244 225
"Rv1990c" 203 235 150 116 279 175 181 150
"Rv1991A" 138 146 646 793 136 108 33 45
"Rv1991c" 420 364 591 635 392 233 95 96
"Rv1992c" 1439 1988 27037 51318 1607 1367 865 1151
"Rv1993c" 63 126 2187 4676 83 66 31 30
"Rv1994c" 305 359 24978 29207 316 279 141 141
"Rv1995" 33 23 155 170 16 19 16 9
